title,from_date,count
Engineer,9/28/2001,1
Senior Engineer,9/28/2001,19
Senior Staff,9/28/2001,12
Senior Engineer,9/27/2001,21
Engineer,9/27/2001,5
Senior Staff,9/27/2001,6
Senior Staff,9/26/2001,14
Senior Engineer,9/26/2001,16
Engineer,9/26/2001,2
Senior Staff,9/25/2001,15
Engineer,9/25/2001,2
Senior Engineer,9/25/2001,18
Engineer,9/24/2001,2
Senior Engineer,9/24/2001,17
Senior Staff,9/24/2001,17
Senior Engineer,9/23/2001,18
Senior Staff,9/23/2001,17
Engineer,9/23/2001,5
Senior Engineer,9/22/2001,15
Senior Staff,9/22/2001,13
Engineer,9/22/2001,6
Senior Engineer,9/21/2001,23
Senior Staff,9/21/2001,18
Senior Engineer,9/20/2001,18
Engineer,9/20/2001,5
Senior Staff,9/20/2001,12
Engineer,9/19/2001,2
Senior Staff,9/19/2001,20
Senior Engineer,9/19/2001,17
Senior Engineer,9/18/2001,19
Senior Staff,9/18/2001,11
Senior Engineer,9/17/2001,20
Senior Staff,9/17/2001,17
Engineer,9/17/2001,2
Engineer,9/16/2001,6
Senior Engineer,9/16/2001,13
Senior Staff,9/16/2001,21
Engineer,9/15/2001,5
Senior Staff,9/15/2001,19
Senior Engineer,9/15/2001,15
Senior Engineer,9/14/2001,23
Engineer,9/14/2001,3
Senior Staff,9/14/2001,18
Senior Engineer,9/13/2001,23
Senior Staff,9/13/2001,19
Engineer,9/13/2001,1
Engineer,9/12/2001,2
Senior Staff,9/12/2001,13
Senior Engineer,9/12/2001,25
Senior Engineer,9/11/2001,25
Senior Staff,9/11/2001,23
Senior Staff,9/10/2001,15
Engineer,9/10/2001,4
Senior Engineer,9/10/2001,18
Engineer,9/9/2001,1
Senior Staff,9/9/2001,15
Senior Engineer,9/9/2001,25
Senior Engineer,9/8/2001,15
Senior Staff,9/8/2001,11
Engineer,9/8/2001,3
Senior Engineer,9/7/2001,18
Engineer,9/7/2001,1
Senior Staff,9/7/2001,13
Engineer,9/6/2001,2
Senior Engineer,9/6/2001,19
Senior Staff,9/6/2001,15
Engineer,9/5/2001,4
Senior Engineer,9/5/2001,13
Senior Staff,9/5/2001,17
Senior Staff,9/4/2001,12
Engineer,9/4/2001,3
Senior Engineer,9/4/2001,16
Senior Staff,9/3/2001,17
Senior Engineer,9/3/2001,11
Engineer,9/2/2001,1
Senior Engineer,9/2/2001,14
Senior Staff,9/2/2001,13
Senior Staff,9/1/2001,22
Senior Engineer,9/1/2001,13
Senior Engineer,8/31/2001,22
Senior Staff,8/31/2001,15
Engineer,8/31/2001,2
Senior Engineer,8/30/2001,22
Engineer,8/30/2001,2
Senior Staff,8/30/2001,18
Senior Engineer,8/29/2001,21
Senior Staff,8/29/2001,16
Engineer,8/29/2001,5
Senior Staff,8/28/2001,21
Engineer,8/28/2001,1
Senior Engineer,8/28/2001,23
Senior Staff,8/27/2001,14
Engineer,8/27/2001,3
Senior Engineer,8/27/2001,13
Senior Engineer,8/26/2001,17
Engineer,8/26/2001,5
Senior Staff,8/26/2001,24
Engineer,8/25/2001,4
Senior Engineer,8/25/2001,16
Senior Staff,8/25/2001,17
Engineer,8/24/2001,5
Senior Engineer,8/24/2001,19
Senior Staff,8/24/2001,18
Engineer,8/23/2001,2
Senior Engineer,8/23/2001,11
Senior Staff,8/23/2001,21
Senior Staff,8/22/2001,24
Engineer,8/22/2001,4
Senior Engineer,8/22/2001,7
Engineer,8/21/2001,2
Senior Engineer,8/21/2001,14
Senior Staff,8/21/2001,17
Senior Staff,8/20/2001,17
Senior Engineer,8/20/2001,22
Engineer,8/20/2001,2
Engineer,8/19/2001,1
Senior Engineer,8/19/2001,12
Senior Staff,8/19/2001,13
Engineer,8/18/2001,4
Senior Engineer,8/18/2001,16
Senior Staff,8/18/2001,13
Engineer,8/17/2001,4
Senior Staff,8/17/2001,20
Senior Engineer,8/17/2001,19
Senior Engineer,8/16/2001,22
Engineer,8/16/2001,1
Senior Staff,8/16/2001,10
Senior Engineer,8/15/2001,23
Senior Staff,8/15/2001,20
Engineer,8/15/2001,2
Senior Staff,8/14/2001,16
Engineer,8/14/2001,2
Senior Engineer,8/14/2001,22
Engineer,8/13/2001,2
Senior Engineer,8/13/2001,22
Senior Staff,8/13/2001,11
Engineer,8/12/2001,1
Senior Engineer,8/12/2001,22
Senior Staff,8/12/2001,12
Engineer,8/11/2001,1
Senior Staff,8/11/2001,17
Senior Engineer,8/11/2001,14
Senior Engineer,8/10/2001,16
Senior Staff,8/10/2001,19
Engineer,8/10/2001,6
Senior Engineer,8/9/2001,22
Engineer,8/9/2001,1
Senior Staff,8/9/2001,17
Senior Staff,8/8/2001,21
Engineer,8/8/2001,3
Senior Engineer,8/8/2001,24
Senior Engineer,8/7/2001,12
Senior Staff,8/7/2001,22
Engineer,8/7/2001,4
Senior Engineer,8/6/2001,13
Senior Staff,8/6/2001,18
Senior Staff,8/5/2001,11
Engineer,8/5/2001,2
Senior Engineer,8/5/2001,15
Senior Engineer,8/4/2001,15
Engineer,8/4/2001,1
Senior Staff,8/4/2001,16
Senior Engineer,8/3/2001,10
Engineer,8/3/2001,1
Senior Staff,8/3/2001,17
Senior Staff,8/2/2001,10
Senior Engineer,8/2/2001,10
Engineer,8/2/2001,3
Senior Engineer,8/1/2001,27
Senior Staff,8/1/2001,17
Senior Engineer,7/31/2001,19
Engineer,7/31/2001,2
Senior Staff,7/31/2001,19
Engineer,7/30/2001,2
Senior Staff,7/30/2001,18
Senior Engineer,7/30/2001,18
Senior Staff,7/29/2001,13
Senior Engineer,7/29/2001,25
Engineer,7/29/2001,1
Senior Staff,7/28/2001,17
Engineer,7/28/2001,1
Senior Engineer,7/28/2001,15
Senior Staff,7/27/2001,23
Senior Engineer,7/27/2001,20
Engineer,7/27/2001,4
Senior Staff,7/26/2001,16
Engineer,7/26/2001,3
Senior Engineer,7/26/2001,24
Engineer,7/25/2001,1
Senior Engineer,7/25/2001,21
Senior Staff,7/25/2001,19
Senior Engineer,7/24/2001,18
Senior Staff,7/24/2001,12
Senior Engineer,7/23/2001,17
Senior Staff,7/23/2001,15
Engineer,7/22/2001,1
Senior Staff,7/22/2001,17
Senior Engineer,7/22/2001,16
Senior Engineer,7/21/2001,15
Engineer,7/21/2001,5
Senior Staff,7/21/2001,14
Engineer,7/20/2001,2
Senior Staff,7/20/2001,20
Senior Engineer,7/20/2001,13
Engineer,7/19/2001,4
Senior Staff,7/19/2001,13
Senior Engineer,7/19/2001,25
Senior Staff,7/18/2001,17
Engineer,7/18/2001,3
Senior Engineer,7/18/2001,14
Senior Staff,7/17/2001,14
Senior Engineer,7/17/2001,17
Senior Staff,7/16/2001,16
Senior Engineer,7/16/2001,14
Engineer,7/16/2001,1
Senior Staff,7/15/2001,22
Engineer,7/15/2001,3
Senior Engineer,7/15/2001,18
Engineer,7/14/2001,6
Senior Engineer,7/14/2001,22
Senior Staff,7/14/2001,16
Senior Staff,7/13/2001,15
Engineer,7/13/2001,2
Senior Engineer,7/13/2001,13
Senior Engineer,7/12/2001,16
Engineer,7/12/2001,1
Senior Staff,7/12/2001,11
Senior Engineer,7/11/2001,15
Senior Staff,7/11/2001,17
Engineer,7/10/2001,2
Senior Staff,7/10/2001,20
Senior Engineer,7/10/2001,24
Engineer,7/9/2001,1
Senior Staff,7/9/2001,8
Senior Engineer,7/9/2001,13
Senior Engineer,7/8/2001,17
Senior Staff,7/8/2001,15
Engineer,7/8/2001,4
Senior Engineer,7/7/2001,18
Engineer,7/7/2001,2
Senior Staff,7/7/2001,14
Engineer,7/6/2001,3
Senior Engineer,7/6/2001,14
Senior Staff,7/6/2001,20
Engineer,7/5/2001,3
Senior Staff,7/5/2001,9
Senior Engineer,7/5/2001,16
Senior Staff,7/4/2001,16
Engineer,7/4/2001,1
Senior Engineer,7/4/2001,13
Senior Staff,7/3/2001,20
Senior Engineer,7/3/2001,20
Engineer,7/3/2001,2
Senior Engineer,7/2/2001,14
Senior Staff,7/2/2001,20
Engineer,7/2/2001,1
Engineer,7/1/2001,4
Senior Engineer,7/1/2001,13
Senior Staff,7/1/2001,18
Senior Engineer,6/30/2001,14
Senior Staff,6/30/2001,17
Engineer,6/30/2001,3
Senior Staff,6/29/2001,13
Engineer,6/29/2001,3
Senior Engineer,6/29/2001,18
Senior Staff,6/28/2001,19
Senior Engineer,6/28/2001,22
Engineer,6/27/2001,2
Senior Engineer,6/27/2001,14
Senior Staff,6/27/2001,20
Senior Engineer,6/26/2001,33
Senior Staff,6/26/2001,13
Engineer,6/26/2001,3
Senior Staff,6/25/2001,12
Senior Engineer,6/25/2001,12
Engineer,6/25/2001,1
Senior Engineer,6/24/2001,22
Engineer,6/24/2001,2
Senior Staff,6/24/2001,14
Senior Staff,6/23/2001,7
Senior Engineer,6/23/2001,19
Engineer,6/23/2001,1
Senior Engineer,6/22/2001,22
Engineer,6/22/2001,3
Senior Staff,6/22/2001,10
Engineer,6/21/2001,2
Senior Staff,6/21/2001,21
Senior Engineer,6/21/2001,15
Senior Staff,6/20/2001,13
Senior Engineer,6/20/2001,18
Engineer,6/20/2001,4
Engineer,6/19/2001,4
Senior Engineer,6/19/2001,24
Senior Staff,6/19/2001,16
Engineer,6/18/2001,3
Senior Staff,6/18/2001,13
Senior Engineer,6/18/2001,21
Senior Engineer,6/17/2001,26
Engineer,6/17/2001,2
Senior Staff,6/17/2001,11
Senior Engineer,6/16/2001,19
Engineer,6/16/2001,2
Senior Staff,6/16/2001,15
Senior Engineer,6/15/2001,21
Senior Staff,6/15/2001,16
Engineer,6/15/2001,2
Engineer,6/14/2001,2
Senior Engineer,6/14/2001,19
Senior Staff,6/14/2001,10
Senior Staff,6/13/2001,16
Senior Engineer,6/13/2001,18
Engineer,6/13/2001,5
Engineer,6/12/2001,2
Senior Engineer,6/12/2001,9
Senior Staff,6/12/2001,19
Senior Staff,6/11/2001,13
Senior Engineer,6/11/2001,17
Engineer,6/11/2001,3
Senior Engineer,6/10/2001,15
Engineer,6/10/2001,4
Senior Staff,6/10/2001,12
Senior Engineer,6/9/2001,12
Senior Staff,6/9/2001,15
Engineer,6/9/2001,1
Engineer,6/8/2001,4
Senior Staff,6/8/2001,19
Senior Engineer,6/8/2001,20
Engineer,6/7/2001,2
Senior Staff,6/7/2001,17
Senior Engineer,6/7/2001,19
Engineer,6/6/2001,5
Senior Staff,6/6/2001,24
Senior Engineer,6/6/2001,16
Senior Engineer,6/5/2001,18
Senior Staff,6/5/2001,10
Engineer,6/5/2001,6
Senior Staff,6/4/2001,15
Engineer,6/4/2001,2
Senior Engineer,6/4/2001,16
Engineer,6/3/2001,6
Senior Staff,6/3/2001,12
Senior Engineer,6/3/2001,16
Senior Engineer,6/2/2001,21
Engineer,6/2/2001,3
Senior Staff,6/2/2001,19
Engineer,6/1/2001,2
Senior Engineer,6/1/2001,19
Senior Staff,6/1/2001,16
Engineer,5/31/2001,2
Senior Engineer,5/31/2001,23
Senior Staff,5/31/2001,15
Engineer,5/30/2001,3
Senior Engineer,5/30/2001,16
Senior Staff,5/30/2001,13
Senior Staff,5/29/2001,19
Senior Engineer,5/29/2001,22
Engineer,5/29/2001,2
Senior Staff,5/28/2001,18
Engineer,5/28/2001,3
Senior Engineer,5/28/2001,22
Senior Engineer,5/27/2001,19
Senior Staff,5/27/2001,14
Senior Staff,5/26/2001,21
Senior Engineer,5/26/2001,15
Engineer,5/26/2001,2
Engineer,5/25/2001,6
Senior Staff,5/25/2001,13
Senior Engineer,5/25/2001,16
Senior Engineer,5/24/2001,15
Senior Staff,5/24/2001,12
Engineer,5/24/2001,2
Senior Engineer,5/23/2001,26
Engineer,5/23/2001,4
Senior Staff,5/23/2001,13
Senior Engineer,5/22/2001,20
Engineer,5/22/2001,3
Senior Staff,5/22/2001,14
Senior Engineer,5/21/2001,16
Engineer,5/21/2001,2
Senior Staff,5/21/2001,16
Senior Engineer,5/20/2001,23
Senior Staff,5/20/2001,18
Engineer,5/20/2001,1
Senior Engineer,5/19/2001,27
Engineer,5/19/2001,1
Senior Staff,5/19/2001,22
Engineer,5/18/2001,2
Senior Engineer,5/18/2001,22
Senior Staff,5/18/2001,19
Senior Staff,5/17/2001,10
Engineer,5/17/2001,1
Senior Engineer,5/17/2001,17
Engineer,5/16/2001,1
Senior Staff,5/16/2001,20
Senior Engineer,5/16/2001,17
Senior Staff,5/15/2001,24
Senior Engineer,5/15/2001,14
Engineer,5/15/2001,3
Senior Engineer,5/14/2001,19
Engineer,5/14/2001,4
Senior Staff,5/14/2001,20
Engineer,5/13/2001,2
Senior Engineer,5/13/2001,17
Senior Staff,5/13/2001,17
Senior Engineer,5/12/2001,14
Senior Staff,5/12/2001,10
Senior Engineer,5/11/2001,19
Senior Staff,5/11/2001,15
Engineer,5/11/2001,2
Senior Engineer,5/10/2001,14
Senior Staff,5/10/2001,7
Engineer,5/10/2001,2
Senior Staff,5/9/2001,14
Senior Engineer,5/9/2001,18
Engineer,5/9/2001,3
Engineer,5/8/2001,1
Senior Engineer,5/8/2001,12
Senior Staff,5/8/2001,20
Engineer,5/7/2001,5
Senior Staff,5/7/2001,13
Senior Engineer,5/7/2001,24
Senior Engineer,5/6/2001,18
Engineer,5/6/2001,3
Senior Staff,5/6/2001,13
Engineer,5/5/2001,3
Senior Engineer,5/5/2001,14
Senior Staff,5/5/2001,12
Senior Staff,5/4/2001,15
Engineer,5/4/2001,4
Senior Engineer,5/4/2001,20
Senior Engineer,5/3/2001,23
Engineer,5/3/2001,3
Senior Staff,5/3/2001,17
Senior Engineer,5/2/2001,16
Engineer,5/2/2001,5
Senior Staff,5/2/2001,16
Senior Engineer,5/1/2001,13
Engineer,5/1/2001,3
Senior Staff,5/1/2001,20
Senior Engineer,4/30/2001,17
Senior Staff,4/30/2001,15
Engineer,4/30/2001,1
Engineer,4/29/2001,2
Senior Staff,4/29/2001,20
Senior Engineer,4/29/2001,16
Senior Engineer,4/28/2001,18
Engineer,4/28/2001,2
Senior Staff,4/28/2001,20
Senior Engineer,4/27/2001,16
Engineer,4/27/2001,4
Senior Staff,4/27/2001,15
Senior Engineer,4/26/2001,5
Senior Staff,4/26/2001,18
Senior Engineer,4/25/2001,19
Senior Staff,4/25/2001,13
Engineer,4/25/2001,3
Senior Engineer,4/24/2001,19
Engineer,4/24/2001,1
Senior Staff,4/24/2001,17
Senior Staff,4/23/2001,19
Senior Engineer,4/23/2001,19
Engineer,4/23/2001,4
Senior Staff,4/22/2001,13
Engineer,4/22/2001,2
Senior Engineer,4/22/2001,19
Engineer,4/21/2001,4
Senior Staff,4/21/2001,18
Senior Engineer,4/21/2001,19
Senior Engineer,4/20/2001,20
Senior Staff,4/20/2001,15
Engineer,4/20/2001,1
Senior Staff,4/19/2001,12
Engineer,4/19/2001,1
Senior Engineer,4/19/2001,18
Engineer,4/18/2001,4
Senior Engineer,4/18/2001,22
Senior Staff,4/18/2001,18
Senior Engineer,4/17/2001,18
Engineer,4/17/2001,3
Senior Staff,4/17/2001,21
Senior Engineer,4/16/2001,24
Senior Staff,4/16/2001,13
Engineer,4/15/2001,2
Senior Staff,4/15/2001,20
Senior Engineer,4/15/2001,18
Senior Engineer,4/14/2001,14
Engineer,4/14/2001,5
Senior Staff,4/14/2001,21
Senior Staff,4/13/2001,20
Senior Engineer,4/13/2001,13
Engineer,4/13/2001,2
Senior Staff,4/12/2001,20
Engineer,4/12/2001,1
Senior Engineer,4/12/2001,13
Senior Engineer,4/11/2001,23
Senior Staff,4/11/2001,20
Engineer,4/11/2001,1
Senior Engineer,4/10/2001,20
Senior Staff,4/10/2001,23
Engineer,4/10/2001,3
Engineer,4/9/2001,3
Senior Engineer,4/9/2001,22
Senior Staff,4/9/2001,14
Senior Engineer,4/8/2001,15
Senior Staff,4/8/2001,18
Engineer,4/8/2001,2
Engineer,4/7/2001,2
Senior Engineer,4/7/2001,16
Senior Staff,4/7/2001,26
Engineer,4/6/2001,3
Senior Engineer,4/6/2001,21
Senior Staff,4/6/2001,20
Senior Engineer,4/5/2001,19
Senior Staff,4/5/2001,19
Engineer,4/5/2001,2
Senior Engineer,4/4/2001,21
Senior Staff,4/4/2001,13
Engineer,4/4/2001,1
Senior Staff,4/3/2001,18
Engineer,4/3/2001,2
Senior Engineer,4/3/2001,11
Engineer,4/2/2001,3
Senior Staff,4/2/2001,11
Senior Engineer,4/2/2001,15
Engineer,4/1/2001,2
Senior Staff,4/1/2001,12
Senior Engineer,4/1/2001,28
Senior Engineer,3/31/2001,25
Senior Staff,3/31/2001,18
Engineer,3/31/2001,1
Senior Engineer,3/30/2001,9
Engineer,3/30/2001,2
Senior Staff,3/30/2001,17
Engineer,3/29/2001,5
Senior Staff,3/29/2001,13
Senior Engineer,3/29/2001,18
Senior Staff,3/28/2001,14
Senior Engineer,3/28/2001,12
Engineer,3/28/2001,1
Senior Engineer,3/27/2001,15
Engineer,3/27/2001,3
Senior Staff,3/27/2001,16
Engineer,3/26/2001,2
Senior Engineer,3/26/2001,17
Senior Staff,3/26/2001,18
Senior Engineer,3/25/2001,21
Engineer,3/25/2001,3
Senior Staff,3/25/2001,17
Senior Engineer,3/24/2001,16
Senior Staff,3/24/2001,18
Engineer,3/24/2001,1
Engineer,3/23/2001,1
Senior Staff,3/23/2001,12
Senior Engineer,3/23/2001,14
Engineer,3/22/2001,2
Senior Staff,3/22/2001,17
Senior Engineer,3/22/2001,25
Engineer,3/21/2001,2
Senior Staff,3/21/2001,12
Senior Engineer,3/21/2001,11
Senior Engineer,3/20/2001,17
Senior Staff,3/20/2001,16
Engineer,3/20/2001,4
Engineer,3/19/2001,2
Senior Engineer,3/19/2001,16
Senior Staff,3/19/2001,19
Senior Engineer,3/18/2001,11
Engineer,3/18/2001,2
Senior Staff,3/18/2001,10
Senior Staff,3/17/2001,19
Senior Engineer,3/17/2001,16
Engineer,3/17/2001,2
Senior Engineer,3/16/2001,11
Senior Staff,3/16/2001,27
Engineer,3/16/2001,2
Senior Staff,3/15/2001,15
Senior Engineer,3/15/2001,21
Engineer,3/15/2001,3
Senior Engineer,3/14/2001,14
Engineer,3/14/2001,1
Senior Staff,3/14/2001,18
Senior Staff,3/13/2001,21
Engineer,3/13/2001,4
Senior Engineer,3/13/2001,10
Senior Staff,3/12/2001,19
Senior Engineer,3/12/2001,24
Engineer,3/12/2001,1
Senior Staff,3/11/2001,21
Engineer,3/11/2001,2
Senior Engineer,3/11/2001,14
Engineer,3/10/2001,1
Senior Staff,3/10/2001,13
Senior Engineer,3/10/2001,14
Engineer,3/9/2001,1
Senior Staff,3/9/2001,19
Senior Engineer,3/9/2001,19
Senior Staff,3/8/2001,14
Senior Engineer,3/8/2001,14
Engineer,3/8/2001,3
Senior Engineer,3/7/2001,12
Engineer,3/7/2001,1
Senior Staff,3/7/2001,10
Senior Engineer,3/6/2001,10
Senior Staff,3/6/2001,11
Engineer,3/6/2001,2
Engineer,3/5/2001,1
Senior Staff,3/5/2001,18
Senior Engineer,3/5/2001,17
Senior Engineer,3/4/2001,13
Engineer,3/4/2001,1
Senior Staff,3/4/2001,10
Engineer,3/3/2001,4
Senior Engineer,3/3/2001,20
Senior Staff,3/3/2001,18
Senior Staff,3/2/2001,14
Senior Engineer,3/2/2001,20
Engineer,3/2/2001,2
Senior Engineer,3/1/2001,24
Engineer,3/1/2001,2
Senior Staff,3/1/2001,21
Engineer,2/28/2001,4
Senior Engineer,2/28/2001,17
Senior Staff,2/28/2001,15
Engineer,2/27/2001,3
Senior Staff,2/27/2001,19
Senior Engineer,2/27/2001,19
Senior Staff,2/26/2001,15
Senior Engineer,2/26/2001,22
Senior Engineer,2/25/2001,21
Senior Staff,2/25/2001,15
Engineer,2/25/2001,1
Engineer,2/24/2001,1
Senior Engineer,2/24/2001,15
Senior Staff,2/24/2001,16
Engineer,2/23/2001,1
Senior Engineer,2/23/2001,15
Senior Staff,2/23/2001,15
Senior Staff,2/22/2001,12
Senior Engineer,2/22/2001,19
Engineer,2/22/2001,1
Senior Engineer,2/21/2001,18
Senior Staff,2/21/2001,27
Engineer,2/21/2001,4
Senior Engineer,2/20/2001,16
Engineer,2/20/2001,2
Senior Staff,2/20/2001,19
Senior Engineer,2/19/2001,21
Engineer,2/19/2001,2
Senior Staff,2/19/2001,13
Engineer,2/18/2001,1
Senior Engineer,2/18/2001,16
Senior Staff,2/18/2001,15
Senior Engineer,2/17/2001,21
Senior Staff,2/17/2001,19
Senior Staff,2/16/2001,15
Senior Engineer,2/16/2001,20
Engineer,2/16/2001,3
Senior Staff,2/15/2001,13
Senior Engineer,2/15/2001,18
Engineer,2/15/2001,1
Senior Staff,2/14/2001,17
Senior Engineer,2/14/2001,19
Senior Staff,2/13/2001,11
Senior Engineer,2/13/2001,23
Engineer,2/13/2001,3
Senior Staff,2/12/2001,12
Engineer,2/12/2001,1
Senior Engineer,2/12/2001,19
Senior Staff,2/11/2001,19
Senior Engineer,2/11/2001,13
Engineer,2/11/2001,5
Senior Staff,2/10/2001,15
Senior Engineer,2/10/2001,19
Senior Engineer,2/9/2001,16
Senior Staff,2/9/2001,14
Engineer,2/9/2001,2
Engineer,2/8/2001,1
Senior Engineer,2/8/2001,13
Senior Staff,2/8/2001,19
Senior Engineer,2/7/2001,24
Senior Staff,2/7/2001,10
Engineer,2/7/2001,3
Engineer,2/6/2001,5
Senior Engineer,2/6/2001,19
Senior Staff,2/6/2001,24
Senior Staff,2/5/2001,10
Engineer,2/5/2001,1
Senior Engineer,2/5/2001,12
Senior Staff,2/4/2001,12
Senior Engineer,2/4/2001,19
Engineer,2/4/2001,1
Senior Staff,2/3/2001,15
Engineer,2/3/2001,3
Senior Engineer,2/3/2001,14
Senior Staff,2/2/2001,28
Engineer,2/2/2001,2
Senior Engineer,2/2/2001,20
Senior Engineer,2/1/2001,14
Engineer,2/1/2001,1
Senior Staff,2/1/2001,19
Senior Staff,1/31/2001,12
Senior Engineer,1/31/2001,11
Senior Engineer,1/30/2001,16
Senior Staff,1/30/2001,18
Engineer,1/30/2001,2
Senior Engineer,1/29/2001,18
Engineer,1/29/2001,4
Senior Staff,1/29/2001,28
Senior Engineer,1/28/2001,20
Senior Staff,1/28/2001,16
Engineer,1/28/2001,1
Senior Staff,1/27/2001,12
Senior Engineer,1/27/2001,21
Engineer,1/27/2001,3
Senior Engineer,1/26/2001,14
Engineer,1/26/2001,1
Senior Staff,1/26/2001,19
Senior Staff,1/25/2001,19
Senior Engineer,1/25/2001,17
Senior Engineer,1/24/2001,17
Senior Staff,1/24/2001,23
Senior Staff,1/23/2001,16
Engineer,1/23/2001,1
Senior Engineer,1/23/2001,16
Senior Staff,1/22/2001,17
Senior Engineer,1/22/2001,19
Engineer,1/22/2001,4
Engineer,1/21/2001,7
Senior Staff,1/21/2001,17
Senior Engineer,1/21/2001,17
Engineer,1/20/2001,5
Senior Staff,1/20/2001,16
Senior Engineer,1/20/2001,16
Engineer,1/19/2001,2
Senior Staff,1/19/2001,12
Senior Engineer,1/19/2001,20
Senior Staff,1/18/2001,13
Senior Engineer,1/18/2001,23
Engineer,1/18/2001,1
Engineer,1/17/2001,3
Senior Staff,1/17/2001,19
Senior Engineer,1/17/2001,15
Senior Engineer,1/16/2001,18
Engineer,1/16/2001,2
Senior Staff,1/16/2001,19
Senior Staff,1/15/2001,16
Senior Engineer,1/15/2001,21
Engineer,1/14/2001,3
Senior Engineer,1/14/2001,20
Senior Staff,1/14/2001,10
Senior Engineer,1/13/2001,9
Engineer,1/13/2001,3
Senior Staff,1/13/2001,14
Senior Staff,1/12/2001,17
Senior Engineer,1/12/2001,22
Engineer,1/12/2001,1
Senior Staff,1/11/2001,30
Engineer,1/11/2001,2
Senior Engineer,1/11/2001,16
Senior Staff,1/10/2001,14
Senior Engineer,1/10/2001,22
Engineer,1/10/2001,4
Senior Engineer,1/9/2001,23
Engineer,1/9/2001,2
Senior Staff,1/9/2001,21
Senior Staff,1/8/2001,21
Engineer,1/8/2001,4
Senior Engineer,1/8/2001,21
Engineer,1/7/2001,3
Senior Staff,1/7/2001,16
Senior Engineer,1/7/2001,17
Engineer,1/6/2001,2
Senior Staff,1/6/2001,17
Senior Engineer,1/6/2001,22
Senior Engineer,1/5/2001,17
Engineer,1/5/2001,2
Senior Staff,1/5/2001,15
Senior Engineer,1/4/2001,20
Senior Staff,1/4/2001,19
Engineer,1/3/2001,6
Senior Engineer,1/3/2001,19
Senior Staff,1/3/2001,23
Senior Engineer,1/2/2001,30
Engineer,1/2/2001,2
Senior Staff,1/2/2001,23
Senior Engineer,1/1/2001,13
Senior Staff,1/1/2001,18
Engineer,1/1/2001,3
Senior Staff,12/31/2000,15
Engineer,12/31/2000,5
Senior Engineer,12/31/2000,17
Senior Engineer,12/30/2000,14
Engineer,12/30/2000,3
Senior Staff,12/30/2000,10
Senior Staff,12/29/2000,20
Senior Engineer,12/29/2000,26
Engineer,12/29/2000,1
Senior Staff,12/28/2000,14
Senior Engineer,12/28/2000,23
Engineer,12/28/2000,2
Engineer,12/27/2000,2
Senior Engineer,12/27/2000,29
Senior Staff,12/27/2000,21
Senior Engineer,12/26/2000,16
Senior Staff,12/26/2000,20
Engineer,12/26/2000,2
Senior Staff,12/25/2000,16
Engineer,12/25/2000,3
Senior Engineer,12/25/2000,23
Engineer,12/24/2000,1
Senior Engineer,12/24/2000,14
Senior Staff,12/24/2000,22
Engineer,12/23/2000,3
Senior Staff,12/23/2000,21
Senior Engineer,12/23/2000,19
Senior Staff,12/22/2000,18
Senior Engineer,12/22/2000,13
Engineer,12/22/2000,1
Senior Engineer,12/21/2000,11
Engineer,12/21/2000,1
Senior Staff,12/21/2000,14
Senior Staff,12/20/2000,17
Engineer,12/20/2000,2
Senior Engineer,12/20/2000,10
Senior Engineer,12/19/2000,10
Engineer,12/19/2000,1
Senior Staff,12/19/2000,22
Senior Staff,12/18/2000,13
Senior Engineer,12/18/2000,22
Engineer,12/18/2000,5
Senior Engineer,12/17/2000,19
Engineer,12/17/2000,2
Senior Staff,12/17/2000,14
Senior Staff,12/16/2000,20
Engineer,12/16/2000,2
Senior Engineer,12/16/2000,20
Engineer,12/15/2000,2
Senior Staff,12/15/2000,15
Senior Engineer,12/15/2000,15
Senior Staff,12/14/2000,15
Senior Engineer,12/14/2000,19
Engineer,12/14/2000,3
Senior Staff,12/13/2000,9
Engineer,12/13/2000,4
Senior Engineer,12/13/2000,19
Senior Staff,12/12/2000,16
Engineer,12/12/2000,2
Senior Engineer,12/12/2000,15
Senior Engineer,12/11/2000,16
Senior Staff,12/11/2000,16
Engineer,12/11/2000,1
Engineer,12/10/2000,4
Senior Staff,12/10/2000,10
Senior Engineer,12/10/2000,13
Senior Staff,12/9/2000,18
Senior Engineer,12/9/2000,22
Engineer,12/9/2000,1
Senior Engineer,12/8/2000,11
Engineer,12/8/2000,4
Senior Staff,12/8/2000,15
Senior Engineer,12/7/2000,27
Engineer,12/7/2000,1
Senior Staff,12/7/2000,12
Senior Staff,12/6/2000,22
Engineer,12/6/2000,2
Senior Engineer,12/6/2000,20
Engineer,12/5/2000,3
Senior Staff,12/5/2000,16
Senior Engineer,12/5/2000,16
Senior Engineer,12/4/2000,20
Senior Staff,12/4/2000,19
Engineer,12/4/2000,5
Senior Engineer,12/3/2000,19
Senior Staff,12/3/2000,14
Engineer,12/3/2000,5
Senior Engineer,12/2/2000,22
Engineer,12/2/2000,1
Senior Staff,12/2/2000,10
Engineer,12/1/2000,2
Senior Engineer,12/1/2000,28
Senior Staff,12/1/2000,14
Engineer,11/30/2000,3
Senior Engineer,11/30/2000,18
Senior Staff,11/30/2000,13
Engineer,11/29/2000,1
